ID subject;vignette;Verständnisfrage;Frage 1;Nachfrage 1;Nachfrage 2;Nachfrage 3;Nachfrage 4;Bemerkung;Emotion;Reduction;Modifikator;Negation;Kodierer;Problem
3612;9;einen Igel;ganz wütend;;;;;;ganz wütend;wütend;ganz;;E.T.;
3612;10;einen Turm;ganz wütend/ ganz traurig;;;;traurig;;ganz wütend;wütend;ganz;;BS;2.0
5890;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
5890;2;hat sich gerammt;traurig;;;;;;traurig;traurig;;;E.T.;
5890;3;Schokolade;toll, freut sich;;;;;;freut sich;Freude;;;BS;2.0
5890;4;ist krank;traurig;;;;;;traurig;traurig;;;E.T.;
5890;5;auf seiner Mutter;toll;;nee;;;;toll;positiv;;;E.T.;
5890;6;riesiges Stück Schimmel;iih,traurig;;;;;;traurig;traurig;;;E.T.;
5890;7;Geburtstag;toll;;nein;;;;toll;positiv;;;E.T.;
5890;8;weil die Hose runtergerutscht ist;doof;;nein;;;;doof;negativ;;;E.T.;
5890;9;den Igel;sauer;;;;;;sauer;sauer;;;E.T.;
5890;10;das Lego;sauer;;;;;;sauer;sauer;;;E.T.;
3506;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
3506;2;kaputt gegangen, weil Kipplaster drüber gefahren;traurig;;;;;;traurig;traurig;;;E.T.;
3506;3;die Schokolade;hungrig;;riesigen Hunger;;;;99;99;;;BS;3.0
3506;4;will nicht mehr spielen;macht sich Sorgen;;;;;;Sorgen;besorgt;;;E.T.;
3506;5;im Arm von ihrer Mutter;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3506;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
3506;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3506;8;weil ihre Hose offen ist;"""hoffentlich hat das keiner gesehen""";;;weiß nicht;;;99;99;;;BS;3.0
3506;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
3506;10;das Auto;wütend;;;;;;wütend;wütend;;;E.T.;
3724;1;Monsterfilm;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
3724;2;Laster hat ihn überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
3724;3;Schokoladentafel, möchte sie aufessen bis sie fett ist;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3724;4;schläft;besorgt;;;;;;besorgt;besorgt;;;E.T.;
3724;5;in Mamas Armen;glücklich;;;;;;glücklich;glücklich;;;E.T.;
3724;6;riesiger Schimmelfleck;ich weiß dazu grad kein Gefühl;;;;;;99;99;;;BS;3.0
3724;7;für ihren Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
3724;8;ihre Hose ist offen;hat Angst, dass es jemand gesehen hat;;;;;;Angst;ängstlich;;;E.T.;
3724;9;Igel;böse;;;;;;böse;negativ;;;E.T.;
3724;10;das Auto;wütend;;;;;;wütend;wütend;;;E.T.;
4532;1;Monsterfilm;er hat Angst;;;;;;Angst;ängstlich;;;E.T.;
4532;2;er wurde überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
4532;3;die Schokoladentafel;wütend;;;;;;wütend;wütend;;;E.T.;
4532;4;sie will nicht mehr spielen;er wundert sich;;;;;;99;99;;;BS;3.0
4532;5;er kuschelt mit der Mama;sicher;;;gut, fröhlich;;;fröhlich;fröhlich;;;BS;2.0
4532;6;Schimmel;nicht gut;;ekelig;;;;ekelig;Ekel;;;BS;2.0
4532;7;weil er Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
4532;8;weil seine Hosen offen steht;peinlich;;nicht gut;;;;peinlich;peinlich;;;BS;2.0
4532;9;den Igel;wütend;;;;;;wütend;wütend;;;E.T.;
4532;10;Lego-Modell;genervt;;;;;;genervt;genervt;;;E.T.;
1714;1;mit Monster;Angst;;;;;;Angst;ängstlich;;;E.T.;
1714;2;Auto darübergefahren;traurig;;;;;;traurig;traurig;;;E.T.;
1714;3;Mutter Tafel Schokolade in Schrank räumt;/;;;;;;99;99;;;BS;3.0
1714;4;spielt nicht mehr mit ihr;erschrocken, besorgt;;;;besorgt;;besorgt;besorgt;;;BS;2.0
1714;5;im Arm von Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
1714;6;Schimmel;ekelt sich;;;;;;ekelt sich;Ekel;;;E.T.;
1714;7;/ --> Geburtstag;glücklich;;;;;2x Frage gestellt;glücklich;glücklich;;;E.T.;
1714;8;Hose offen;/;;;;;;99;99;;;BS;3.0
1714;9;Igel;sauer;;;;;;sauer;sauer;;;E.T.;
1714;10;Bausteine Karton;sauer, wütend;;;;wütend;;wütend;wütend;;;BS;2.0
7488;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
7488;2;wurde überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
7488;3;?;schön, was er haben will;;;;;;schön;positiv;;;E.T.;
7488;4;spielt nicht;traurig;;;;;;traurig;traurig;;;E.T.;
7488;5;Schoß von Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7488;6;Schimmel;ecklig;;;;;;ecklig;Ekel;;;BS;3.0
7488;7;Geburtstag;großartig;;;;;;großartig;positiv;;;E.T.;
7488;8;Weil sein Knopf offen ist;Angst;;;;;;Angst;ängstlich;;;E.T.;
7488;9;Igel;böse;;;;;;böse;negativ;;;E.T.;
7488;10;Legospielzeug;-;;;;;;99;99;;;BS;3.0
7140;1;Gruselfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7140;2;kaputtgegangen;traurig;;;;;;traurig;traurig;;;E.T.;
7140;3;Tafel Schokolade;keine Ahnung;;;;;;99;99;;;BS;3.0
7140;4;will nur schlafen;Sorgen;;;;;2x ;Sorgen;besorgt;;;E.T.;
7140;5;Schoß Mutter;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7140;6;Schimmel;enttäuscht;;;;;;enttäuscht;enttäuscht;;;E.T.;
7140;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7140;8;Hose kaputt;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7140;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
7140;10;Fahrzeug auf Box;wütend;;;;;;wütend;wütend;;;E.T.;
1622;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
1622;2;LKW drübergefahren;traurig;;;;;;traurig;traurig;;;E.T.;
1622;3;Mutter räumt Schokolade aus Einkauf;gut;;;;;;gut;positiv;;;E.T.;
1622;4;will nicht mehr spielen;Angst;;;;;;Angst;ängstlich;;;E.T.;
1622;5;im Schoß von Mutter;geborgen;;;;;;geborgen;geborgen;;;E.T.;
1622;6;großen schwarzen Fleck;angeeckelt;;;;;;angeeckelt;Ekel;;;E.T.;
1622;7;Geburtstag;fühlt sich gut;;;;;;gut;positiv;;;E.T.;
1622;8;weil seine Hose offen ist;peinlich;;;;;;peinlich;peinlich;;;E.T.;
1622;9;Igel;traurig, sauer;;;;;;sauer;sauer;;;BS;2.0
1622;10;Fahrzeug auf der Schachtel;traurig;;;;;;traurig;traurig;;;E.T.;
8236;1;ganz gruseligen Film mit Dinos;schlecht;;Angst;;;Mutter komplette Sitzung dabei;Angst;ängstlich;;;BS;2.0
8236;2;Straße liegen geblieben -> Auto drüber;schlecht;;traurig;;;;traurig;traurig;;;BS;2.0
8236;3;Schokoladentafel;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
8236;4;macht nickerchen ;traurig;;;;;;traurig;traurig;;;E.T.;
8236;5;auf seiner Mutter;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
8236;6;Schimmel;schlecht;;traurig;;;;traurig;traurig;;;BS;2.0
8236;7;wenn man älter wird, bekommt man immer Geschenke;freut sich;;;;;;freut sich;Freude;;;BS;2.0
8236;8;denkt, die lachen, weil Hose offen;traurig;;;;;;traurig;traurig;;;E.T.;
8236;9;einen Igel;wütend;;;;;;wütend;wütend;;;E.T.;
8236;10;vielleicht noch nicht alt genug, um das zu bauen;wütend;;;;;;wütend;wütend;;;E.T.;
1331;1;Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
1331;2;Loch haben;traurig;;;;;;traurig;traurig;;;E.T.;
1331;3;Schokoladentafel ;glücklich;;;;;;glücklich;glücklich;;;E.T.;
1331;4;ist krank;traurig;;;;;;traurig;traurig;;;E.T.;
1331;5;in den Armen ihrer Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
1331;6;wirft ihn weg, Schimmelfleck ;ekelhaft;;;;;;ekelhaft;Ekel;;;E.T.;
1331;7;Zum Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
1331;8;sie glaubt alle lachen sie aus;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
1331;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
1331;10;Auto;wütend;;;;;;wütend;wütend;;;E.T.;
6803;1;Monster;ganz traurig;;;;;;ganz traurig;traurig;ganz;;E.T.;
6803;2;übergefahren;wollte nicht, dass der übergefahren wurde;;;traurig;;;traurig;traurig;;;E.T.;
6803;3;die Schokolade;dass sie die Schokolade will;;;/;;;99;99;;;BS;3.0
6803;4;ist tot;ganz traurig;;;;;;ganz traurig;traurig;ganz;;E.T.;
6803;5;auf dem Schoß;ganz gut;;/;;;;ganz gut;positiv;ganz;;E.T.;
6803;6;faul;ganz wütend;;;;;;ganz wütend;wütend;ganz;;E.T.;
6803;7;von Geburtstag;ganz ganz wohl;;freuen;;;;ganz ganz wohl;positiv;ganz ganz;;E.T.;
6803;8;weil sie nicht möchte, dass jemand es sieht;ganz so traurig;;;;;;ganz so traurig;traurig;ganz so;;E.T.;
6803;9;den Igel;ganz wütend;;;;;;ganz wütend;wütend;ganz;;E.T.;
6803;10;das Auto, was da drauf ist;ganz wütend ;;;;;;ganz wütend;wütend;ganz;;E.T.;
4432;1;Monsterfilm;nicht gut;;sie hat Angst vor Monster;;;;Angst;ängstlich;;;BS;2.0
4432;2;Teddy fällt runter & ist kaputt;nicht gut;;Teddy ist verloren;;;;nicht gut;negativ;;;BS;2.0
4432;3;Mutter räumt Schokolade in Schrank;gut;;weil Schokolade im Schrank;;;;gut;positiv;;;E.T.;
4432;4;will nicht mehr spielen;nicht gut;;weil Katze nicht aufsteht;;;;nicht gut;negativ;;;BS;2.0
4432;5;auf Bauch von Mama;gut;;;;;;gut;positiv;;;E.T.;
4432;6;Schimmel;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
4432;7;von einer Freundin;gut;;;;;;gut;positiv;;;E.T.;
4432;8;Hosestall ist offen;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
4432;9;Igel;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
4432;10;Spielzeug wie auf Bild;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
7324;1;Ein Film wo jemand verkleidet ist;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7324;2;er wurde von einem Lastwagen überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
7324;3;dass Mutter den Einkauf einräumt;hungrig;;;;;;99;99;;;BS;3.0
7324;4;sie spielt nicht mehr;traurig;;;;;;traurig;traurig;;;E.T.;
7324;5;auf Mamas Schoß;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7324;6;Schimmel;traurig;;;;;;traurig;traurig;;;E.T.;
7324;7;zum Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
7324;8;weil sie denkt: hoffentlich hat es keiner gesehen;traurig;;;;;;traurig;traurig;;;E.T.;
7324;9;den Igel;traurig;;;;;;traurig;traurig;;;E.T.;
7324;10;das was auf der Lego Schachtel war;traurig;;;;;;traurig;traurig;;;E.T.;
3930;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
3930;2;übergefahren, ganz Wolle raus;traurig;;;;;;traurig;traurig;;;E.T.;
3930;3;Schokolade;will das gerne haben -> man könnte einen Stuhl;;;;;;99;99;;;BS;3.0
3930;4;will nur Maus fangen, findet keine;Angst;;;;;;Angst;ängstlich;;;E.T.;
3930;5;auf Mamas Schoss;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3930;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
3930;7;Geburtstag;freut sich;;;;;;freut sich;Freude;;;BS;2.0
3930;8;Angst, dass andere über sie lachen;Angst;;;;;;Angst;ängstlich;;;E.T.;
3930;9;Igel;böse;;;;;;böse;negativ;;;E.T.;
3930;10;Auto;sauer;;;;;;sauer;sauer;;;E.T.;
9265;1;mit einem Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
9265;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
9265;3;Mutter Schokolade vom Einkauf;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
9265;4;nicht mehr spielen;nervös;;;;;;nervös;nervös;;;E.T.;
9265;5;auf der Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
9265;6;Schimmel;traurig;;;;;;traurig;traurig;;;E.T.;
9265;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
9265;8;Hose offen;unsicher;;;;;;99;99;;;BS;3.0
9265;9;Igel auf er Wiese;traurig;;;;;;traurig;traurig;;;E.T.;
9265;10;Model auf Legokiste;traurig;;;;;;traurig;traurig;;;E.T.;
4205;1;Monster unter Bett;schlecht;;dass das Monster es beißt;;;;schlecht;negativ;;;E.T.;
4205;2;der Lastwagen ist drüber gefahren, weil er ihn verloren hat;schlecht;;gar nicht so gut;;;;schlecht;negativ;;;BS;2.0
4205;3;die Schokolade;gut, weil er die Schokolade will;;;;;;gut;positiv;;;E.T.;
4205;4;sie spielt seit 2 Tagen nicht;schlecht;;;;;;schlecht;negativ;;;E.T.;
4205;5;im Bett;sie fühlt sich gut, weil er schlafen kann;;;;;;gut;positiv;;;E.T.;
4205;6;"das ist nicht schön, wenn man beim Essen ""igitt"" sagt, er entdeckt etwas nicht leckeres";nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
4205;7;weil er Geburtstag hat;gut;;;;;;gut;positiv;;;E.T.;
4205;8;weils die Kerze angezündet hat und das dürfen die Kinder nicht. Hat Angst, dass jemand das gesehen hat;nicht so gut;;;;;;Angst;ängstlich;;;BS;2.0
4205;9;die Räuber;gut, dass er ein Foto von denen kriegt;;;;;;gut;positiv;;;E.T.;
4205;10;es wollte das bauen, wo auf dem Karton drauf war;nicht so gut;;dass es ihm ganz schlecht;;;;nicht so gut;negativ;so;nicht;BS;2.0
3875;1;Monsterfilm;weiß nicht;;;;;;99;99;;;BS;3.0
3875;2;weiß nicht;weiß nicht;;;;;;99;99;;;BS;3.0
3875;3;Schokolade;ich will das haben;;;;;;99;99;;;BS;3.0
3875;4;?;?;;;;;;99;99;;;BS;3.0
3875;5;-;weiß nicht;;;;;;99;99;;;BS;3.0
3875;6;weiß nicht;weiß nicht;;;;;;99;99;;;BS;3.0
3875;7;weiß nicht;toll;;;;;;toll;positiv;;;E.T.;
3875;8;weiß nicht;weiß nicht;;;;;;99;99;;;BS;3.0
3875;9;weiß nicht;weiß nicht;;;;;;99;99;;;BS;3.0
3875;10;weiß nicht;weiß nicht;;;;;;99;99;;;BS;3.0
5444;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
5444;2;er wurde überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
5444;3;Schokoladentafel;glücklich;;;;;;glücklich;glücklich;;;E.T.;
5444;4;sie hat keine Lust zu spielen;nervös;;;;;;nervös;nervös;;;BS;2.0
5444;5;Schoß von seiner Mama;glücklich;;;;;;glücklich;glücklich;;;E.T.;
5444;6;Schimmel;dass es eklig ist;;;;;;eklig;Ekel;;;E.T.;
5444;7;zu seinem Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
5444;8;er hat Angst, dass jemand sieht, dass seine Hose offen ist;nervös;;;;;;Angst;ängstlich;;;BS;2.0
5444;9;Igel;verzweifelt;;;;;;verzweifelt;verzweifelt;;;E.T.;
5444;10;Lego;wütend;;;;;;wütend;wütend;;;E.T.;
9461;1;Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
9461;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
9461;3;will das haben;traurig;;;;;;traurig;traurig;;;E.T.;
9461;4;krank;traurig;;;;;;traurig;traurig;;;E.T.;
9461;5;bei der Mama;gut;;gut;;;;gut;positiv;;;E.T.;
9461;6;Kerze;traurig;;;;;;traurig;traurig;;;E.T.;
9461;7;Nikolaus;toll;;weiß nicht;;;;toll;positiv;;;E.T.;
9461;8;Hose gerissen;traurig;;;;;;traurig;traurig;;;E.T.;
9461;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
9461;10;Turm;traurig;;;;;;traurig;traurig;;;E.T.;
7266;1;gruselig;sie hat Angst;;;;;;Angst;ängstlich;;;BS;2.0
7266;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
7266;3;Mama räumt Schokolade in Schrank;-;;;;;;99;99;;;BS;3.0
7266;4;sie denkt, dass sie krank ist;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
7266;5;im Arm von ihrer Mama;-;;;;;;99;99;;;BS;3.0
7266;6;Schimmel;Ekel;;;;;;Ekel;Ekel;;;E.T.;
7266;7;sie hat Geburtstag ;toll;;;;;;toll;positiv;;;E.T.;
7266;8;die Hose ist offen;komisch;;;;;;99;99;;;BS;3.0
7266;9;Igel;-;;;;;;99;99;;;BS;3.0
7266;10;Auto;-;;;;;;99;99;;;BS;3.0
3229;1;Monster;Angst;;;;;;Angst;ängstlich;;;E.T.;
3229;2;kaputt gegangen;traurig;;;;;;traurig;traurig;;;E.T.;
3229;3;Mutter packt Einkauf aus, will Schokolade;kann nicht warten;;;aufgeregt;;;aufgeregt;aufgeregt;;;E.T.;
3229;4;krank;nicht gut;;traurig;;;;traurig;traurig;;;BS;2.0
3229;5;im Arm ihrer Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
3229;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
3229;7;hat Geburtstag;freut sich;;;;;;freut sich;Freude;;;BS;2.0
3229;8;hat Kerze angezündet;fühlt sich peinlich;;;;;;peinlich;peinlich;;;E.T.;
3229;9;Igel;sauer;;;;;;sauer;sauer;;;E.T.;
3229;10;Auto;traurig;;;;;;traurig;traurig;;;E.T.;
3261;1;Über Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
3261;2;Auto drübergefahren;traurig;;;;;;traurig;traurig;;;E.T.;
3261;3;Mutter Tafel Schoko in Schrank;will Schoko unbedingt haben;;;fühlt sich entschlossen;;;99;99;;;BS;3.0
3261;4;will nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
3261;5;im Arm der Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
3261;6;Schimmel;angewidert ;;;;;;angewidert;angewidert;;;E.T.;
3261;7;hat Geburtstag;toll;;nein;;;;toll;positiv;;;E.T.;
3261;8;Hose steht offen;Angst;;;;;;Angst;ängstlich;;;E.T.;
3261;9;Igel;sauer;;;;;;sauer;sauer;;;E.T.;
3261;10;Legomodellauto;doof;;will unbedingt haben/machen;nervös;;;nervös;nervös;;;BS;2.0
1297;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
1297;2;Straße gefallen;traurig;;;;;;traurig;traurig;;;E.T.;
1297;3;Mutter Schokolade ;aufgeregt;;;;;;aufgeregt;aufgeregt;;;E.T.;
1297;4;seit Tagen nicht spielen;hofft, dass Katze gesund;;;weiß nicht;;;hofft;Hoffnung;;;E.T.;
1297;5;Schoß Mama;sicher;;;;;;99;99;;;BS;3.0
1297;6;Schimmel;weiß nicht;;;;;;99;99;;;BS;3.0
1297;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1297;8;weil sie peinlich ist;schlecht ;;hofft, dass es keiner entdeckt;unwohl;;Kind hat Emotion schon bei der Wissensfrage genannt + schien verwirrt, dass ich nochmal nach Gefühl frage;peinlich;peinlich;;;BS;2.0
1297;9;Igel;grantig;;;;;;grantig;grantig;;;BS;3.0
1297;10;Spielzeugfahrzeug;traurig;;;;;;traurig;traurig;;;E.T.;
1256;1;Monster;Angst;;;;;;Angst;ängstlich;;;E.T.;
1256;2;wude überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
1256;3;wie Mama ausgepackt hat;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1256;4;bestimmt krank ;traurig;;;;;;traurig;traurig;;;E.T.;
1256;5;auf der Mama, Schoss;sicher;;;;;;99;99;;;BS;3.0
1256;6;Fleck Schimmel ;traurig;;;;;;traurig;traurig;;;E.T.;
1256;7;für die Schule ;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1256;8;weil es blöd ist, wenn ein andere etwas sieht, was er nicht darf;traurig;;;;;;traurig;traurig;;;BS;2.0
1256;9;den Igel;traurig;;;;;;traurig;traurig;;;E.T.;
1256;10;Modell;sauer;;;;;;sauer;sauer;;;E.T.;
8186;1;mit einem Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8186;2;wurde überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
8186;3;Schokolade;neugierig;;;;;;neugierig;neugierig;;;BS;2.0
8186;4;ruht sich aus oder ist krank;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8186;5;in den Armen von seiner Mama;sicher und fröhlich;;;;sicher;;fröhlich;fröhlich;;;E.T.;
8186;6;Stück Schimmel;Ekel;;;;;;Ekel;Ekel;;;E.T.;
8186;7;zum Geburtstag, zu Weihnachten;fröhlich + überrascht;;;;fröhlich;;fröhlich;fröhlich;;;BS;2.0
8186;8;weil der ängstlich ist;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8186;9;den Igel;wütend + gemein;;;;wütend;;wütend;wütend;;;E.T.;
8186;10;ein Legoauto;enttäuscht +wütend;;;;enttäuscht;;enttäuscht;enttäuscht;;;BS;2.0
2667;1;Monsterfilm;weiß ich nicht;;;sie ist traurig;;;traurig;traurig;;;E.T.;
2667;2;der wurde überfahren;die ist traurig über ihren Teddy;;;;;;traurig;traurig;;;E.T.;
2667;3;die Schokolade;unbewohnt;;schlecht;;;;schlecht;negativ;;;E.T.;
2667;4;die ist krank;die findet das ein bisschen traurig;;;;;;ein bisschen traurig;traurig;ein bisschen;;E.T.;
2667;5;auf ihrer Mama;gut;;einfach gut;;;;gut;positiv;;;E.T.;
2667;6;eine Kerze;weiß ich nicht so genau;;;nicht gut;;;nicht gut;negativ;;;BS;2.0
2667;7;wegen ihrem Geburtstag;schön findet sie das;;gut;;;;gut;positiv;;;BS;2.0
2667;8;wegen ihre Hose verbrannt war;nicht schön;;;;;;nicht schön;negativ;;;BS;2.0
2667;9;den igel;unbewohnt;;;;;;99;99;;;BS;3.0
2667;10;Das Modell;sauer;;;;;;sauer;sauer;;;E.T.;
5589;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
5589;2;auf die Straße gefallen, überfahren, kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
5589;3;wie Mama eine Schokolade in Schrank gelegt;Appetit;;;gefreut;;;gefreut;Freude;;;BS;2.0
5589;4;Katze ist vielleicht krank;traurig;;;;;;traurig;traurig;;;E.T.;
5589;5;auf Mamas Schoß;glücklich;;;;;;glücklich;glücklich;;;E.T.;
5589;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
5589;7;hatte Geburtstag;hat sich gefreut;;;;;;gefreut;Freude;;;BS;2.0
5589;8;weil die Hose kaputt war;hatte Angst, dass sie jemand sieht;;;;;;Angst;ängstlich;;;E.T.;
5589;9;Igel;ganz doll sauer;;;;;;ganz doll sauer;sauer;ganz doll;;BS;2.0
5589;10;das Lego-Modell;sauer und enttäuscht;;;;eher enttäuscht;;enttäuscht;enttäuscht;;;BS;2.0
2691;1;mit Monstern;traurig;;;;;;traurig;traurig;;;E.T.;
2691;2;er ist kaputt gegangen;traurig;;;;;;traurig;traurig;;;E.T.;
2691;3;die Schokolade;aufgeregt;;;;;;aufgeregt;aufgeregt;;;E.T.;
2691;4;sie ist krank;traurig;;;;;;traurig;traurig;;;E.T.;
2691;5;auf ihrer Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2691;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
2691;7;von ihrer Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2691;8;weil die Hose offen war;traurig;;;;;;traurig;traurig;;;E.T.;
2691;9;den Igel;traurig;;;;;;traurig;traurig;;;E.T.;
2691;10;das Auto;traurig;;;;;;traurig;traurig;;;E.T.;
6992;1;Monsterfilm;hat Angst;;;;;"Kind sagt auch auf Nachfrage nichts außer ""gut""";Angst;ängstlich;;;E.T.;
6992;2;auf die Straße gefallen;traurig;;;;;;traurig;traurig;;;E.T.;
6992;3;Seine Mama tut eine Tafel Schokolade in den Schrank + will sie essen, aber er kommt nicht ran;gut;;;;;;gut;positiv;;;E.T.;
6992;4;will seit 2 Tagen nicht spielen;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
6992;5;in den Armen von seiner Mama;gut;;;;;;gut;positiv;;;E.T.;
6992;6;"ein Schimmel, sagt: ""Igitt!""";gut;;;;;;gut;positiv;;;E.T.;
6992;7;weil er Geburtstag hat;gut;;;;;;gut;positiv;;;E.T.;
6992;8;weil seine Hose aufgegangen ist;nicht so gut;;;;;;nicht so gut;negativ;so;nicht;BS;2.0
6992;9;einen Igel;nicht gut, genervt;;;;;;genervt;genervt;;;BS;2.0
6992;10;"Spielzeug wie auf der Kiste; er kann seine Eltern fragen, ob sie ihm helfen";nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
8476;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8476;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
8476;3;Mutter räumt Schokolade da hoch;gut;;-;;;;gut;positiv;;;E.T.;
8476;4;ist krank;traurig + Sorgen;;;;nicht glücklich;;Sorgen;besorgt;;;BS;2.0
8476;5;von der Mutter aufm Schoß;gut;;sehr sehr gut;;;;gut;positiv;;;BS;2.0
8476;6;Schimmel;nicht gut;;-;;;;nicht gut;negativ;;;BS;2.0
8476;7;wegen ihrem Geburtstag;schön;;dankbar;;;;dankbar;dankbar;;;BS;2.0
8476;8;Hose auf;peinlich;;;;;;peinlich;peinlich;;;E.T.;
8476;9;Igel;doof;;nicht gut/ toll;;;;doof;negativ;;;BS;2.0
8476;10;das Auto;enttäuscht;;;;;;enttäuscht;enttäuscht;;;E.T.;
7940;1;ein Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7940;2;er ist auf Straße verloren geg. + LKW drüber;traurig;;;;;;traurig;traurig;;;E.T.;
7940;3;wie Mama Schoki ins Regal stellt;fröhlich + wütend, weil keine Schoki;;;;fröhlich;;fröhlich;fröhlich;;;BS;2.0
7940;4;will nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
7940;5;im Arm seiner Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7940;6;ein Schimmel;traurig, weil ein Schimmel;;;;;;traurig;traurig;;;E.T.;
7940;7;zum Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7940;8;weil seine Hose offen steht;traurig;;;;;;traurig;traurig;;;E.T.;
7940;9;einen Igel;traurig + wütend;;;;wütend;;wütend;wütend;;;BS;2.0
7940;10;das Lego;traurig;;;;;;traurig;traurig;;;E.T.;
