ID subject;vignette;Verständnisfrage;Frage 1;Nachfrage 1;Nachfrage 2;Nachfrage 3;Nachfrage 4;Bemerkung
9485;8;sie mag nicht, dass jemand ihre Unterhose sieht;ängstlich, vielleicht lachen die anderen sie aus;;;;;
9485;9;Igel;traurig;;;;;
9485;10;Auto mit Gepäck und Rädern;blöd;;traurig. Sie sollte nicht aufgeben, sondern ein anderes Auto bauen mit Lego;;;
4504;1;Mit einem Monster;hat Angst;;;;;
4504;2;wurde kaputt gefahren;traurig;;;;;
4504;3;Schokolade;denkt wenn er die kriigt, dann isst er alles leer;;;;;
4504;4;Katze ist müde;schlecht, vielleicht ist Katze krank oder tot oder ohnmächtig;;;;;
4504;5;auf dem Bauch seiner Mama;sehr, sehr gut. Er ist glücklich;;;;;
4504;6;Schimmel ;ekelig;;;;;
4504;7;weil er Geburtstag hat ;glücklich;;;;;
4504;8;weil er sich verbrannt hat;nicht gut, weil es heißt ist;;;;;
4504;9;Igel im Busch;sauer;;;;;
4504;10;das was auf der Packung ist;sauer, weil es nich klappt, bestimmt fehlen Teile;;;;;
5390;1;Monster;erschreckt;;;;;
5390;2;kaputt;traurig;;;;;
5390;3;Schokolade ;traurig;;;;;
5390;4;spielt nicht mehr;ängstlich;;;;;
5390;5;auf Mamas Schoß;fröhlich;;;;;
5390;6;Schimmel ;traurig;;;;;
5390;7;Geburtstag;fröhlich;;;;;
5390;8;weil ihm bisschen heiß ist;traurig;;;;;
5390;9;Igel ->weggerannt;wütend + traurig;;;;wütend;
5390;10;das auf der Verpackung;traurig;;;;;
8945;1;Monsterfilm;ängstlich;;;;;
8945;2;die naht ist raus;traurig;;;;;
8945;3;möchte Schoko haben;gut;;;;;
8945;4;müde;traurig;;;;;
8945;5;in Mama's Arm;schön;;;;;
8945;6;Schimmel ;blöd, da sie nicht Kuchen essen kann;;;;;
8945;7;zum Spielen;gut;;weiß nicht;;;
8945;8;weil Hose offen ist;blöd ;;;;;
8945;9;Igel;wütend;;;;;
8945;10;Auto;wütend;;;;;
3322;1;ein Monsterfilm;ängstlich;;;;;
3322;2;da ist ein Lastwagen drübergefahren;traurig;;;;;
3322;3;die Schokoladentafel;fröhlich;;;;;
3322;4;nichts;traurig;;;;;
3322;5;im Schoß seiner Mutter;fröhlich;;;;;
3322;6;ein Schimmelfleck;wütend;;;;;
3322;7;weil er Geburtstag hat;fröhlich;;;;;
3322;8;"weil er denkt "" Hoffentlich hat das keiner gesehen""";komisch;;/;;;
3322;9;Igel;wütend;;;;;
3322;10;ein Auto;traurig;;;;;
417;1;ein Monsterfilm;ängstlich;;;;;
417;2;kaputt, weil Laster drübergefahren ist;traurig;;;;;
417;3;eine Schokolade;fröhlich;;;;;
417;4;sie ist krank;traurig;;;;;
417;5;auf Mamas Schoß;fröhlich;;;;;
417;6;ein rießen Fleck;sauer;;;;;
417;7;weil er Geburtstag hat;sehr sehr fröhlich;;;;;
417;8;weil die Kerze rot ist und sein Kopf rot wird;traurig;;;;;
417;9;einen igel;nicht so gut;;;;;
417;10;kein Auto bauen;sehr sauer;;;;;
3394;1;mit gruseligen Aliens;ängstlich;;;;;
3394;2;aus der Hand gefallen + überfahren;traurig;;;;;
3394;3;Schokoladentafel ;möchte gern die Tafel Schoko haben ;;;hungrig;;
3394;4;älter + will nicht mehr spielen;verängstlicht;;;;;
3394;5;auf Bauch seiner Mutter;glücklich;;;;;
3394;6;großen Fleck Schimmel;eklig;;;;;
3394;7;hat Geburtstag;glücklich + aufgeregt;;;;aufgeregt;
3394;8;Hose aufgegangen;peinlich;;;;;
3394;9;Igel;wütend;;;;;
3394;10;Modell auf Packung;wütend;;;;;
9696;1;Film mit Monster;nicht so gut;;Angst;;;
9696;2;kaputt;traurig;;;;;
9696;3;Schokolade;ganz gut;;;;;
9696;4;möchte Maus essen;schlecht;;;;;
9696;5;Schoß von Mutter;gut;;wohlfühlen;;;
9696;6;ein Fleck;nicht so toll;;;;;
9696;7;zum Geburtstag;gut;;glücklich;;;
9696;8;weil seine Hosse offen ist;nicht so gut;;;;;
9696;9;einen Igel;sauer;;;;;
9696;10;Legomodell;sauer;;;;;
2346;1;Monsterfilm;ängstlich;;;;;
2346;2;kaputt;ganz traurig;;;;;
2346;3;Schokolade;fröhlich;;;;;
2346;4;krank;nervös;;;;;
2346;5;auf der Mama;fröhlich;;;;;
2346;6;Wasserfleck;böse;;;;;
2346;7;Geburtstag;fröhlich;;;;;
2346;8;Hose ist aufgegangen;nervös;;;;;
2346;9;Igel;wütend;;;;;
2346;10;ein Auto;traurig;;;;;
929;1;Monsterfilm;ängstlich;;;;;
929;2;Naht aufgegangen;traurig;;;;;
929;3;Schokolade;gut;;bekommt Tafel Schokolade;happy;;
929;4;will nicht mehr spielen;ängstlich;;;;;
929;5;bei ihrer Mama;gut;;fröhlich;;;
929;6;Schimmelfleck;wütend;;;;;
929;7;von ihrer Mama;fröhlich;;;;;
929;8;Hose aufgegangen;unsicher;;weiß nicht;;;
929;9;Igel;wütend;;;;;
929;10;Auto;sauer;;;;;
8752;1;Monsterfilm;ängstlich;;;;;
8752;2;kaputt gegangen;traurig;;;;;
8752;3;Schokolade ;glücklich;;;;;
8752;4;will gar nicht mehr spielen;traurig;;;;;
8752;5;auf Mama;glücklich;;;;;
8752;6;Schimmel;ekelig;;;;;
8752;7;zum Geburtstag;glücklich;;;;;
8752;8;weil ihre Hose offen ist;erschrocken;;;;;
8752;9;einen Igel, der ist weggerannt;wütend;;;;;
8752;10;ein Auto;wütend ;;;;;
7626;1;Monsterfilm;traurig;;;;;
7626;2;Auto drübergefahren;traurig;;;;;
7626;3;Schokolade;komisch;;;;;
7626;4;spielt nicht mehr;komisch;;;;;
7626;5;bei seiner Mutter;gut;;;;;
7626;6;Schimmel;sauer;;;;;
7626;7;weil der Weihnachtsmann es ihm gegeben hat;gut;;;;;
7626;8;wegen der Kerze ;komisch;;;;;
7626;9;einen Igel;böse;;;;;
7626;10;dieses Spielzeug;böse;;;;;
8959;1;Monsterfilm;hat Angst;;;;;
8959;2;kaputt;sie ist traurig;;;;;
8959;3;Mama räumt Schokolade oben in den Schrank ;sie möchte die haben;;;;;
8959;4;will seit 2 Tagen nicht mehr spielen;sie hat Angst um ihre Katze;;;;;
8959;5;in den Armen von ihrer Mama;wohl;;;;;
8959;6;Schimmel;-;;;;;
8959;7;sie hat Geburtstag ;fröhlich;;;;;
8959;8;sie denkt, hoffentlich sehen die nicht meine Unterhose;peinlich;;;;;
8959;9;Igel;traurig;;;;;
8959;10;das Haus auf der Anleitung oben;traurig;;;;;
5798;1;Monsterfilm;Angst;;;;;
5798;2;überfahren;traurig;;;;;
5798;3;Mama Einkauf in Schrank räumt;fröhlich;;;;;
5798;4;seit 2 Tagen nicht mehr spielen;hoffen, dass Katze nicht krank;;;;;
5798;5;im Arm seiner Mutter;glücklich;;;;;
5798;6;Schimmel;eklig;;;;;
5798;7;damit er sich freut;fröhlich;;;;;
5798;8;Hose offen;nicht richtig wohl;;nicht richtig wohl;;;
5798;9;Igel;wütend;;;;;
5798;10;ein Auto nachbauen;wütend;;;;;
58;1;Monsterfilm;Angst;;;;;
58;2;überfahren;traurig;;;;;
58;3;Schokolade;glücklich;;;;;
58;4;will nicht mehr spielen;beängstigt, besorgt;;;;besorgt;
58;5;Im Arm von Mutter;glücklich;;;;;
58;6;Schimmel;ekelt sich;;;;;
58;7;Geburtstag;überrascht;;;;;
58;8;Hose aufgerissen;peinlich, blöd, Angst vorm Auslachen;;;;peinlich;
58;9;Igel;wütend;;;;;
58;10;Auto;wütend;;;;;
9656;1;Monster;-;;;;;
9656;2;kaputt gegangen;nicht gut;;;;;
9656;3;Mama Schokolade ganz oben in Schrank;gut;;;;;
9656;4;krank;besorgt;;;;;
9656;5;Arm seiner Mutter;gut;;;;;
9656;6;Kerze;-;;;;;
9656;7;Geburtstag;gut;;;;;
9656;8;Hose offen;-;;;;;
9656;9;Igel;nicht gut;;;;;
9656;10;Auto;nicht gut;;;;;
6016;1;Monster;ängstlich;;;;;
6016;2;wurde überfahren;traurig;;;;;
6016;3;wie Mama eine Tafel Schokolade ins oberste Regal räumt;toll;;weils vllt für sie ist;fröhlich;;
6016;4;will nicht mehr spielen;schlecht;;weil sie denkt, dass sie krank ;traurig;;
6016;5;in den Armen von ihrer Mama;toll;;weil, sie bei ihrer Mama ist;glücklich;;
6016;6;faul;traurig;;;;;
6016;7;weil sie Geburtstag hat;glücklich;;;;;
6016;8;weil ihre Hose aufgeht;nicht gut;;weil sie denkt, sie hätte jeder gesehen;traurig;;
6016;9;einen Igel;sauer;;;;;
6016;10;ein Auto;traurig;;;;;
6880;1;Gruselfilm;Angst;;;;;
6880;2;Laster überfahren;traurig;;;;;
6880;3;Schokolade;gut, will Schokolade haben;;;;;
6880;4;will nicht mehr spielen;(schlecht) traurig;;;;;
6880;5;Bauch von der Mama;gut, schön;;;;;
6880;6;Schimmel;schlecht, ihm ist übel;;;;;
6880;7;Geburtstag;gut, toll;;;;;
6880;8;Hose offen war;Angst;;;;;
6880;9;Igel;(schecht) verärgert;;;;;
6880;10;Legolastwagen;(schlecht) nicht wohl, mag das Spielzeug nicht;;;;;
2317;1;Monster;ängstlich;;;;;
2317;2;wurde überfahren vom LKW;traurig;;;;;
2317;3;wie Mutter Einkäufe einräumt;gut;;sehr gut;;;
2317;4;will nicht mehr spielen;ängstlich;;;;;
2317;5;bei Mutter;sicher;;;;;
2317;6;Schimmel;weiß nicht;;;;;
2317;7;Geburtstag;gut;;sehr sehr gut;;;
2317;8;Hose auf;ängstlich;;;;;
2317;9;Igel;sauer;;;;;
2317;10;das, was auf der Schachtel steht;traurig;;;;;
7200;1;Monster;ängstlich;;;;;
7200;2;Laster drüber gefahren;traurig;;;;;
7200;3;Mama packt Schokolade ganz nach oben in Schrank;-;;;;;
7200;4;will nicht spielen;ängstlich;;;;;
7200;5;bei der Mama, kuschelt;glücklich;;;;;
7200;6;Schimmel ;ekelig;;;;;
7200;7;Geburtstag;glücklich;;;;;
7200;8;Hose offen;ängstlich;;;;;
7200;9;Igel;wütend;;;;;
7200;10;Spielzeug;wütend;;;;;
1547;1;ein Monster;traurig;;;;;
1547;2;überfahren;ganz traurig;;;;;
1547;3;die Katze;doof;;weiß ich nicht;;;
1547;4;sie ist krank;traurig;;;;;
1547;5;im Arm ihrer Mutter;schön;;will nicht genauer beschreiben;;;
1547;6;ein rießen Kleks Schimmel ;doof;;;;;
1547;7;Geburtstag;schön;;;;;
1547;8;weil die Hose kaputt ist;weiß ich nicht;;;;;
1547;9;ein Igel;doof;;;;;
1547;10;das Modellauto;doof;;;;;
3729;1;Monsterfilm;hat Angst;;;;;
3729;2;kaputt gegangen;traurig;;;;;
3729;3;Schokoladentafel;traurig, aufgeregt;;;;aufgeregt;
3729;4;spielt seit 2 tagen nicht mehr;traurig, denkt dass Katze hoffentllich nicht krank ist;;;;;
3729;5;bei seiner Mama auf dem Schoß;hat Angst;;;;;
3729;6;Schimmel;traurig, weil er den Kuchen weggeschmeißen muss;;;;;
3729;7;weil er Geburtstag hat;gut;;freudig;;;
3729;8;weil ihre Hose aufgegangen ist;erschrocken;;;;;
3729;9;einen Igel, aber er konnte nicht, weil Freund angerannt;wütend;;;;;
3729;10;ein Lego-Modell, das auf der Schachtel war;wütend;;;;;
2677;1;Monsterfilm;hat Angst;;;;;
2677;2;hat ihn verloren;ist traurig;;;;;
2677;3;dass Mama Schokolade gekauft hat;weiß nicht;;;;;
2677;4;sie ist krank;weiß nicht;;;;;
2677;5;in Armen von Mama;sie fühlt sich wohl;;;;;
2677;6;Schimmel;weiß nicht;;;;;
2677;7;Geburtstag;fröhlich;;;;;
2677;8;weil die Hose offen steht;weiß nicht;;;;;
2677;9;Igel;weiß nicht;;;;;
2677;10;Fahrzeug auf der Packung;sie ist sauer;;;;;
8163;1;mit Monster;erschrocken;;;;;
8163;2;ist kaputtgegangen;traurig;;;;;
8163;3;die Schokoladentafel;hungrig;;;will man das haben;;
8163;4;kriegt Katzenbabys;traurig;;;;;
8163;5;in der Mitte;glücklich;;;;;
8163;6;eine Kerze;glücklich;;;;;
8163;7;weil sie Geburtstag hat;glücklich;;;;;
8163;8;müsste die Hose wieder zunähen;traurig;;;;;
8163;9;den Igel;traurig;;;;;
8163;10;das Auto auf der Verpackung;traurig;;;;;
2343;1;Monsterfilm;ängstlich;;;;;
2343;2;wurde von Auto überfahren;traurig;;;;;
2343;3;eine Schokolade;süchtig/glücklich;;;;;
2343;4;die will nicht mehr spielen;nicht gut;;;;;
2343;5;bei seiner Mama auf dem Schoß;sicher;;;;;
2343;6;Schimmel;eklig;;;;;
2343;7;weil er Geburtstag hat;fröhlich;;;;;
2343;8;weil er sich schämt;schlecht;;;;;
2343;9;einen Igel;sauer;;;;;
2343;10;ein Auto;sauer;;;;;
